,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
1698,1.0,2.6628491882642708e-06,0.00853756333297903,0.003997777910045038,0.00789310265149327,0.00019294148176981962,4.542143907896901e-06,0.07942903974866822,4.324710124417694e-05,0.0056213899963554834,0.0871174914998111,0.8726725597141246,0.002006100983903324,0.5908467334063773,0.48232304980338064,0.6111835544987343
1699,1.0,0.0006576677932185237,0.037326226037942244,0.0003273614665793703,0.054683438276240545,0.0004850785000648761,1.4275309424818832e-05,0.028889495970495834,8.714274915396515e-07,0.002297149546644284,0.2595391008689082,0.8181305247319918,0.004212376903293748,0.438483741569891,0.37571479092502263,0.6393342026539849
1700,1.0,6.435199170321199e-06,0.00941896153262875,0.008392357597762037,0.0092961122985385,0.00019495264045672766,9.483597170334189e-06,0.11214314984291764,0.00016600785058431153,0.002606381216384861,0.20128447298828864,0.8156855369569307,0.0038120270323195493,0.47681319404939976,0.3133310645234427,0.6272148500421877
1701,1.0,3.688924953112134e-05,0.010054306161881759,0.009523242664127135,0.014513170816244007,4.950045413260672e-05,7.337309389679609e-06,0.08851249829258298,6.578820838120418e-05,0.0023081935348493047,0.2815262561390253,0.7944329509121685,0.005535272129121537,0.6683644258927658,0.8093114572340018,0.4006289790595996
1702,1.0,2.344606480894737e-05,0.00831305699798599,0.0005158423109735532,0.016430304430708798,0.0001523939275982873,6.438863341963739e-06,0.0745116787324136,3.353991051818965e-05,0.002981876815355561,0.21171137136380808,0.8359977430882076,0.0034856548548949304,0.2941283260868393,0.5206144519297966,0.6059676305898596
1703,1.0,5.3421860318493267e-05,0.011913801808133184,0.008848679642084797,0.010435561203858818,0.00026080186843129623,1.0531784226002704e-05,0.05702772845239722,1.1827298910330617e-05,0.002628469192794902,0.21171137136380808,0.8359977430882076,0.0034856548548949304,0.2941283260868393,0.5206144519297966,0.6059676305898596
1704,1.0,0.00012077831594672145,0.01909432998907088,0.00021824097771958018,0.024820923112471836,0.0007095497599584794,1.2678072006657284e-05,0.040363338341756594,3.111197102918295e-06,0.003788087954322064,0.20513789195315452,0.8517961256347564,0.003033085435532792,0.6389045383125348,0.3935824620276295,0.6842064892229807
1705,1.0,0.00031359745292471595,0.01961374321378004,0.008709799019899609,0.03122292184160361,0.0006516802906448683,1.2777899345292382e-05,0.02731867231252561,7.051803181012694e-07,0.004848310822004042,0.19962221382697393,0.861952228700395,0.002606625790364623,0.2885183125693955,0.1967569640734609,0.5938482779780625
1706,1.0,8.703204875807013e-05,0.01307804926219933,0.008670118842132413,0.011725203627751141,0.0002864279226677047,1.0132474871462316e-05,0.04630514956973091,5.275150695640973e-06,0.0025069853225396753,0.2084624102757839,0.8478465299981193,0.003224557112955235,0.6159536931522003,0.3991520455237569,0.6021323924215695
1707,1.0,9.26698129414279e-05,0.015608488481819456,0.006269468087217031,0.019893420368551788,0.00022194109251329961,1.5672892165710187e-05,0.06064745253380686,1.5036234736094555e-05,0.0013252785846024715,0.18496411031356252,0.7359413202933984,0.006797244548496731,0.9827190731313821,0.5136760310811299,0.5712970775485158
1708,1.0,0.00012993360505523613,0.019703077110939698,0.0029561732436561316,0.02168779966495292,0.0005515764889061892,1.1130748257813285e-05,0.04002185493785002,3.0061508120094266e-06,0.002915612886125437,0.21276917264828107,0.8521722776001506,0.0029808658871448533,0.7186409938887997,0.3744562423545855,0.6808314796348854
1709,1.0,0.00014447644937177483,0.014159671367269722,0.006924191020375771,0.024399225925711976,0.0002605423640845984,9.78307918623948e-06,0.042480535445977324,3.790800932798275e-06,0.0021756656763890574,0.21972043823196072,0.8297912356592063,0.003677126532317373,0.5633069996213652,0.2753366425467594,0.6314336120273069
1710,1.0,3.336760569531425e-05,0.010784665134810285,0.0005456024442989505,0.022052452198024375,0.00013435837550278967,6.339036003328642e-06,0.06932113099303373,2.5286012390776347e-05,0.0022087976410041193,0.21972043823196072,0.8297912356592063,0.003677126532317373,0.5633069996213652,0.2753366425467594,0.6314336120273069
1711,1.0,5.86242558153655e-06,0.008567981828214912,0.00022816102216137929,0.00999436774305355,0.0003186064616582328,7.586877736267351e-06,0.09520557300915175,8.792648582874611e-05,0.0027830850276651903,0.17287495277672837,0.8472823020500282,0.0027502295484314555,0.8436974690004232,0.7054325601548206,0.6885019559714658
1712,0.0,2.863493246442928e-06,0.008841508641500346,0.0010515247108307045,0.006713217029634336,0.0002526923575969897,1.2328676321434445e-05,0.17606884305422757,0.000989008088568967,0.0040200117066274965,0.29165092557612393,0.8096671055106264,0.005078351080727071,0.7850237149739999,0.8515967981732421,0.6298228119966249
1713,1.0,0.00042755802566678296,0.035888510941908536,0.00030752137769577206,0.03902865230200451,0.000570650058388478,1.0232302210097414e-05,0.024177024996585167,4.4302131383305135e-07,0.002617425204589881,0.18896864374763883,0.8583787850291518,0.0027284714032698144,0.34045026440412773,0.6902922836751851,0.66410984122114
